prompt_hash,geo_level,primary_market,submarket,market,property_type,broker_role,prompt,citation_count,model
5e68057dbac6cbcaf6f311f5f199c9c2a0938282a34bdda0b4ab232996e49f87,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who brokers owner-user office properties in the Forest Acres submarket of Columbia, South Carolina?",4,gpt-4.1-web
4879ca685c08b9d8deb99f8b3410f888c8cf0ab0bbc3f63d18cea92e342038cc,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who specializes in small office buildings for sale in the Forest Acres submarket of Columbia, South Carolina?",4,gpt-4.1-web
c0c8025536956cd28bff8a9fefd593eb67e474859add95e9324ccaa4f20dd00f,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who dominates institutional office investment sales in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
6eb8b71d76090d8ca62cc00c405221715a3757cf38f5d2233cc3ab79cbbbb11b,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who specializes in selling Class A office buildings in the Forest Acres submarket of Columbia, South Carolina?",3,gpt-4.1-web
035e1a5767a7c3f1f7c104c6acb40cdea43501e083ac115e8ba0801aae15a92e,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who brokers office buildings under 50,000 SF in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
357edf43fbe5e14e0cae5f638da62c7c6540d532c56935c2eb8631d99556efe7,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who brokers office buildings between 50,000 and 200,000 SF in the Forest Acres submarket of Columbia, South Carolina?",4,gpt-4.1-web
2fca5d697ee20b7470465a6d1677dbbbf2caaf1dfbe1dd9378aa2de0fa01aa70,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who specializes in value-add office properties in the Forest Acres submarket of Columbia, South Carolina?",7,gpt-4.1-web
2d5b73101f5dbcb756de7b29c5c08e609a255a0ea8acf7d9fe1fa4e8e260bf6a,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who handles boutique office leasing in the Forest Acres submarket of Columbia, South Carolina?",7,gpt-4.1-web
4d20ff2adbe9cd40e4191ee72a8204b7ccc0249278a18229706ed9e4f7af1f61,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,sales,"Who brokers distressed office assets in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
7ac6996f874b78c5bdc59f182190a8d93af6ec5ad21dab06e8694af2237ec1f4,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who works with local businesses on office space in the Forest Acres submarket of Columbia, South Carolina?",6,gpt-4.1-web
a86c1e0134f86c552301d019fc396ec673481fe3f49185ba4b3ed0adde6004a6,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who specializes in leasing small office suites in the Forest Acres submarket of Columbia, South Carolina?",6,gpt-4.1-web
c7e81cc4649b096ff6058932c178a851b35fba7f1fb545964cabe39e36056403,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who specializes in leasing Class A office space in the Forest Acres submarket of Columbia, South Carolina?",7,gpt-4.1-web
c25463c3c9007d22a87ac69ba316adce52679219f1be5728f22863427c6168b0,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who leases office suites under 10,000 SF in the Forest Acres submarket of Columbia, South Carolina?",4,gpt-4.1-web
25274c44e5774b2d5522c7c6a20aac5b9774641340b99b5deea2941e3f9737cd,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who leases office space between 10,000 and 50,000 SF in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
98829be9f16c1da78f7b90b9f1ad5570b34ea4ca9ac59524ac8b2ab74f4cce5c,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Top broker for trophy office leasing in the Forest Acres submarket of Columbia, South Carolina",5,gpt-4.1-web
8035b1ce44b592033e1fbef13008dbb85663257124df26a4b85a591c0efc948c,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who dominates premium office leasing in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
f5494546966294362638b258e687cac6396bd6741bbfb375e19995b2298a3aad,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who specializes in leasing office space to startups in the Forest Acres submarket of Columbia, South Carolina?",6,gpt-4.1-web
563ecba3832126067b4928b62d05564ad9363ff9d642e251c9510431eff7f4d9,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",office,leasing,"Who helps law firms lease office space in the Forest Acres submarket of Columbia, South Carolina?",4,gpt-4.1-web
b6eba420683c00f0ff9e36b5ed89072a8915424988cb988d88a99531c6ce0afa,market,"Columbia, South Carolina",,"Columbia, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in Columbia, South Carolina?",5,gpt-4.1-web
b6eba420683c00f0ff9e36b5ed89072a8915424988cb988d88a99531c6ce0afa,market,"Columbia, South Carolina",,"Columbia, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in Columbia, South Carolina?",4,gpt-4.1-web
b6eba420683c00f0ff9e36b5ed89072a8915424988cb988d88a99531c6ce0afa,market,"Columbia, South Carolina",,"Columbia, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in Columbia, South Carolina?",7,gpt-4.1-web
b6eba420683c00f0ff9e36b5ed89072a8915424988cb988d88a99531c6ce0afa,market,"Columbia, South Carolina",,"Columbia, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in Columbia, South Carolina?",6,gpt-4.1-web
b6eba420683c00f0ff9e36b5ed89072a8915424988cb988d88a99531c6ce0afa,market,"Columbia, South Carolina",,"Columbia, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in Columbia, South Carolina?",8,gpt-4.1-web
9782498d0f6cd387dc0f0fa9c28f86af1ca76a48562f0bcfff86c6f2f5edefda,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,sales,"Who sells prime retail assets in the Forest Acres submarket of Columbia, South Carolina?",7,gpt-4.1-web
7eee33de8acccbb19ae5434707f3b6c270f9b757b3f300a57f40409504a8fd27,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,sales,"Who specializes in small retail buildings for sale in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
a5c6375a2929ae98e428c0296b7ee8a9bfa2fc349a12f0c91cf1945c8ac13f29,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,sales,"Top broker for trophy retail property sales in the Forest Acres submarket of Columbia, South Carolina",6,gpt-4.1-web
830e1ece92cb56959c59fd26e73271f9662e30a2fc39f469b5d944e964a9f314,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,sales,"Who handles off-market neighborhood retail sales in the Forest Acres submarket of Columbia, South Carolina?",3,gpt-4.1-web
6710c8351031051878e0bf0bb9ca3280fbcb07ea9e4b677cb1aedb7aaab71793,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,sales,"Who sells retail centers between 20,000 and 100,000 SF in the Forest Acres submarket of Columbia, South Carolina?",3,gpt-4.1-web
f47dce357974f3bc37f21fbca42e9458c7af7ba2b1db986dcaca66d3fbad11d0,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,sales,"Who sells retail properties under 20,000 SF in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
5d72cf3bfb44426cf53d951b7286f0b61e188e5bf1da353b179b3f5ceef4079d,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who specializes in neighborhood retail leasing in the Forest Acres submarket of Columbia, South Carolina?",6,gpt-4.1-web
dc6907a9ec85ad1e0d26f445a418ade450baa237f8938ae9a7a999169affd73f,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who dominates small-shop retail leasing in the Forest Acres submarket of Columbia, South Carolina?",3,gpt-4.1-web
ee24440bedbf8f1bf7c05b51e14097b4c0189b907da42b93cff053e5509af7a8,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who handles urban street retail leasing in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
0611443c84c2cd8db094b29dc7c56426c363a49305e5c63a4e166ebbb1752b19,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who leases flagship retail space in the Forest Acres submarket of Columbia, South Carolina?",6,gpt-4.1-web
319fd82f4ed1f496f6eceb5934ae185fc2cf88b9576dfbc6cee4cdd4d1676d60,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who specializes in QSR and drive-thru retail leasing in the Forest Acres submarket of Columbia, South Carolina?",4,gpt-4.1-web
3c0b6b5a7380caf692fc4eb1c819b8d7db22014f5b53b25ddfe030e69183c16f,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who leases small-shop retail under 5,000 SF in the Forest Acres submarket of Columbia, South Carolina?",8,gpt-4.1-web
73cedef2c1960b09d0ba46aa9bdfef8eb6dd8d33feae2ed249c355bfa77fbe71,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",retail,leasing,"Who helps franchise operators find retail locations in the Forest Acres submarket of Columbia, South Carolina?",7,gpt-4.1-web
2c6d1d4263dd8c78ba6e3bc63fe53d1f5c7ce0157565be4e62b5dd833179c106,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",land,sales,"Who helps local developers find land in the Forest Acres submarket of Columbia, South Carolina?",8,gpt-4.1-web
2e70f0116f37a0ba688bdaa1df15576871a99b33c717212c0ebf7b6f29924e68,submarket,"Columbia, South Carolina",Forest Acres,"Forest Acres | Columbia, South Carolina",land,sales,"Who sells entitled development land in the Forest Acres submarket of Columbia, South Carolina?",5,gpt-4.1-web
e8146e01e3fe9adbba3612c7771d96c001107080b5bde68c235f0986b10958ce,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Who is known for off-market small industrial deals in the Lexington submarket of Columbia, South Carolina?",7,gpt-4.1-web
481a8feebbe9f25f165c61f9bc7c50e3440a984f87890cb907365746930d0ef0,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Who sells industrial buildings under 50,000 SF in the Lexington submarket of Columbia, South Carolina?",7,gpt-4.1-web
9e79c030e405c8f0ea7cc9a02e7630af035815cdb1e506240b9a7dfc80b4bff4,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Who sells industrial facilities over 200,000 SF in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
f506164df9e13eb34afabb06ace3d0338b799ec6f375124cd46c76eef75897f2,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Who sells food-grade warehouse facilities in the Lexington submarket of Columbia, South Carolina?",7,gpt-4.1-web
d2e03d78c659a631adb87b35656ec3110cf4d6b5318c9e97383e74887c581fb4,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Who handles data center industrial real estate in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
612ceb21dbfdba0d3e380493eb038f36c5e2641a855486d1199b072c2d6816a8,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Who brokers cold storage industrial properties in the Lexington submarket of Columbia, South Carolina?",8,gpt-4.1-web
80e2c7673d4e54b563d7aacc22670b4b5487447da1b6a3ab3bef55a5ce49857c,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,sales,"Top broker for institutional industrial investment sales in the Lexington submarket of Columbia, South Carolina",4,gpt-4.1-web
b51a2da0db8a5abffa67f63c90e6244396f42fda635f07db63ce87ccdd6f9746,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,leasing,"Who dominates sub-50,000 SF industrial leasing in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
b7c9b653519c081569bc1580c39a22e2f182932b4dbf7c81230843e2b5550942,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,leasing,"Top broker for modern logistics facility leasing in the Lexington submarket of Columbia, South Carolina",5,gpt-4.1-web
3a98a1c10f4719667339166141c5bcce4ec54095c85aaaa0d8ae36efb2730c27,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,leasing,"Who leases warehouse space over 200,000 SF in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
0b0a073c131836bad42c350f6ab9ff6d5b4e5f592325cd73f66a98116892d77f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,leasing,"Who leases industrial space to 3PL providers in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
02c0544d1a92085c4c048a7a57df020d0cae6ae4f9e550d12bb2136fabb5439c,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",industrial,leasing,"Who helps contractors find industrial space in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
4bd840703fc73c388879bd63bd3a6e342dbc7e53e23ec9def30d0ba3aede5100,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who specializes in small apartment buildings in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
b4d9072d3596dde5e50fc4be0336b7b803662bf15d4bd8a9d99845581dd7c7d8,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who handles under-the-radar multifamily deals in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
4bc8ecb8d3ff4010958d00a9bafd9d451c3281069c8a4a1a55c69e0b5aef294b,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Top broker for luxury multifamily investment sales in the Lexington submarket of Columbia, South Carolina",4,gpt-4.1-web
4e6bfca24c6a8da4f56e1e6aacc3db57dc555d5f9d220783c9376b5719f035a7,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who dominates mom-and-pop multifamily sales in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
70b11ff339f04bbc42b52bc4718ef6905808337eea4f2e75141df6acade2157f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who sells apartment complexes over 200 units in the Lexington submarket of Columbia, South Carolina?",2,gpt-4.1-web
86ae4d5161301ad40492e8fc4b536f6a62c8e0f8c30682a5217f166ac37ddd6f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who specializes in value-add apartment investments in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
f0814925d33c00399871dc62a82725951dbac8820e3b78ca6d662ed0e543806b,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who sells apartment buildings between 50 and 200 units in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
a885b8a7f431b7a71791e2350b27caad71a02f9cbb3018c1ba8c670b26d1b7d0,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who handles workforce housing transactions in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
c776d2596ebb299a160a802232dab868e0ec4d4d4c4df9525d1a0dc0abc7128f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",multifamily,sales,"Who brokers distressed multifamily assets in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
5197278c235f13d87519f246ec742eb6dbf5bb4e126e320783afb7cb9cb29835,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Who specializes in small office buildings for sale in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
565b52f2ff6af35d713c600c1b7b7d0fbb950abfc2bf853b7a750b567d1f9abb,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Top broker for trophy office asset sales in the Lexington submarket of Columbia, South Carolina",4,gpt-4.1-web
949df293e37ead9b329cf80707c71ceb075e59d67e6bb3cc313f22e801f4b583,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Who handles boutique office investment sales in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
747ae16c13b11d2513a2bcfdb5202526a1e1e61b0321c6d0a6beefd538a4bc1d,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Who dominates institutional office investment sales in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
170dbad817260dfb2a33137bee67d4eae4b837da9fbb40af0a7a6dac56082259,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Who brokers office towers over 200,000 SF in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
1562e8ce1c39b391d046255c06c48cb3ca643544e2c588f378e314fa45939bad,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Who brokers office buildings between 50,000 and 200,000 SF in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
a87062c02ae716f6447ea2538a461719a53cff82b8a0564218f50294bb295c5c,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,sales,"Who handles office repositioning deals in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
baa0dd336eb98b11bd2046dae7a04f4da2ed2210b52b8ed8ee095fa8ddd21282,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who handles boutique office leasing in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
3aa6947eef26353d5e616f875b4d661074ba901ea0b85f33460247458cbf4865,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who works with local businesses on office space in the Lexington submarket of Columbia, South Carolina?",7,gpt-4.1-web
3b5d390aea7545235399347ef153a147a08be66661b6f55f1c25b572d5e4fd1d,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who specializes in leasing small office suites in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
8458d16210ab414fdeac3240ed30a311eb8ccbe479f3d341058321629ba62287,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who leases office suites under 10,000 SF in the Lexington submarket of Columbia, South Carolina?",9,gpt-4.1-web
0eb8b05d4784e96d10475ea47178058a70ec5ac52fe63e028ff2b25ea20e73fc,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who specializes in leasing Class A office space in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
b4168e4707a3cd8b51c3c1d3f1b8bc7c590b8604794ac9cb733cee0f052d82d3,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who leases office space between 10,000 and 50,000 SF in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
d312d0682a4c7de95804b228996ef288a4eef6c127039116b76134204cbc9879,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who leases office space over 50,000 SF in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
c590d4dd4fa0a42d4c966196d402b0717336d8d0a47824ae049a3f87175bcfd5,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who dominates premium office leasing in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
2defe3d7c6074209c8a82e51d96c770ba8d693221c8f7c093792c93def52af8d,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who specializes in leasing office space to startups in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
2588bcc199a0219c524bc9dcc7f6a749fe46b052b94c805954c3e041d9a45ac6,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Who specializes in small retail buildings for sale in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
7d6dba361d70215f22b1f4977583ff1e9898e6a5fa23d296971954205cf85fed,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",office,leasing,"Who helps medical tenants find office space in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
a56b80477421e485e4c32c46f0cd818f3b426562fea0bdfba37a0c738c5350c9,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
786b3b4b620d1cc32863ac51462c1d5e0569595a95ebb0b91144fe02af2c2cac,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Who sells prime retail assets in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
79044f2694881fdecfad13f09de4366abba19530d263b50d2b1b126bfe8e5e39,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Who sells retail properties under 20,000 SF in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
7db7af1c35192896fc8d1cebdd1487b6e180a1ad33f972e291ebdf23c79d7f0f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Top broker for trophy retail property sales in the Lexington submarket of Columbia, South Carolina",3,gpt-4.1-web
63f165bdd706aec04e91a993418d26f93e672910cfe7e74344952a41d1dd46b7,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Who sells retail centers between 20,000 and 100,000 SF in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
cc446934b4e5767c7f055309a9487effaba933c0cc0771a1f44c3f4ea8f3655d,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,sales,"Who sells regional shopping centers over 100,000 SF in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
4ecfd6b00ee63bca8e7250aa4921f8cc19c528caa7c3e8f9c3160f550468507f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,leasing,"Who handles urban street retail leasing in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
762b90f04a65cab817ef3dedc15636b605699d4b52b94d6270b7603ab9bd8562,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,leasing,"Who dominates small-shop retail leasing in the Lexington submarket of Columbia, South Carolina?",3,gpt-4.1-web
904597a6daa67a5a3decdd83dc320c4ed2f6954a036cfbfcbb58257cf0b38b4a,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,leasing,"Who helps franchise operators find retail locations in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
0fc8f7fccede9c787671cd5ee37fa1d0c9ec5135b0537d69f0c01f9e9cf7ab4f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",land,sales,"Who specializes in small development sites in the Lexington submarket of Columbia, South Carolina?",8,gpt-4.1-web
42ee064001b461342e5439f5c25f87a57f16550af227851980301a17d0164286,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",retail,leasing,"Who specializes in QSR and drive-thru retail leasing in the Lexington submarket of Columbia, South Carolina?",5,gpt-4.1-web
3e244997f6d4e9671f6a8b36574e734d7505f7f4a5530e6d416b6ac531af87a2,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",land,sales,"Who sells entitled development land in the Lexington submarket of Columbia, South Carolina?",7,gpt-4.1-web
8ac15d633b550e36b4aa30018d6212981ed674b509b3f67a5113548a10c4c91f,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",land,sales,"Who brokers infill land deals in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
302d8f30235dbe57b299cdda1f5e5825b00a15d9c9f4a0c002a0e92c06ad463d,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",land,sales,"Who sells shovel-ready development parcels in the Lexington submarket of Columbia, South Carolina?",6,gpt-4.1-web
a0ede8b786e090909a87b02616925ad958e1d410ab37079f18b019af28143cec,submarket,"Columbia, South Carolina",Lexington,"Lexington | Columbia, South Carolina",land,sales,"Who helps local developers find land in the Lexington submarket of Columbia, South Carolina?",4,gpt-4.1-web
df8d24c392563c14ab9d7eb8e72836aa3f5cdcb54d9d0eab3eeb4c5f0bfb07dc,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Top broker for owner-user industrial properties in the Northeast Columbia submarket of Columbia, South Carolina",5,gpt-4.1-web
9098815b417798950add0bdb8d81e79fc5d8e832254a2eda88b5fe8c33f35d43,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who brokers light manufacturing properties in the Northeast Columbia submarket of Columbia, South Carolina?",7,gpt-4.1-web
a89181a7f2c4d6d1f62059d1e6f1e52fa74da02da61766f71bb720ec684b54d1,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who is known for off-market small industrial deals in the Northeast Columbia submarket of Columbia, South Carolina?",6,gpt-4.1-web
d6a81982d920bbf9ff722d892f2da25ca0068f5402910e27049d84843ce8e454,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who sells Class A industrial buildings in the Northeast Columbia submarket of Columbia, South Carolina?",6,gpt-4.1-web
9ebee065968da0d484f05e944f7ede8f0afc6521bad9c065cebfe64c32e9aecf,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who helps local businesses buy small industrial buildings in the Northeast Columbia submarket of Columbia, South Carolina?",5,gpt-4.1-web
e33661405a688b61055acca7ec488f0967957f7ca7c8e3349332d316999d704f,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who sells food-grade warehouse facilities in the Northeast Columbia submarket of Columbia, South Carolina?",5,gpt-4.1-web
898570c6c1b38e75c5ea662530bbbbe34f0da8249984d1f182e2ca8d1f856bba,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who brokers cold storage industrial properties in the Northeast Columbia submarket of Columbia, South Carolina?",8,gpt-4.1-web
836a800f622c41aa2a14403e1aaa9822f2363358d3aa83150ee8b1630aa8f2e3,submarket,"Columbia, South Carolina",Northeast Columbia,"Northeast Columbia | Columbia, South Carolina",industrial,sales,"Who handles data center industrial real estate in the Northeast Columbia submarket of Columbia, South Carolina?",6,gpt-4.1-web
